"dburl","title","budget","gross","abstract"
"http://dbpedia.org/resource/Empire_State_(2013_film)","Empire State","1.1E7","3700000.0","Empire State is a 2013 American crime drama film based on a true story, centered on two childhood friends who rob an armored car depository, and the NYPD officer who stands in their way. Despite being directed by Dito Montiel and starring Liam Hemsworth, Dwayne Johnson and Emma Roberts, the film was released straight to DVD and Blu-ray on September 3, 2013."
"http://dbpedia.org/resource/Gravity_(film)","Gravity","1.0E8","7.232E8","Gravity is a 2013 British-American science fiction action film co-written, co-edited, produced and directed by Alfonso Cuarón. It stars Sandra Bullock and George Clooney as astronauts who are stranded in space after the mid-orbit destruction of their space shuttle, and their subsequent attempt to return to Earth. Cuarón wrote the screenplay with his son Jonás and attempted to develop the film at Universal Pictures. The rights were sold to Warner Bros. Pictures, where the project eventually found traction. David Heyman, who previously worked with Cuarón on Harry Potter and the Prisoner of Azkaban (2004), produced the film with him. Gravity was produced entirely in the United Kingdom, where the British visual effects company Framestore spent more than three years creating most of the film's visual effects, which make up over 80 of its 91 minutes. Gravity opened the 70th Venice International Film Festival on August 28, 2013 and had its North American premiere three days later at the Telluride Film Festival. Upon its release in both the Telluride Film Festival in August, and its October 4, 2013 release in the United States and Canada, Gravity was met with near-universal critical acclaim, and has been regarded as one of the best films of 2013. Emmanuel Lubezki's cinematography, Steven Price's musical score, Cuarón's direction, Bullock's performance, Framestore's visual effects, and its use of 3D were all particularly praised by numerous critics. The film became the eighth-highest-grossing film of 2013 with a worldwide gross of over US$723 million. At the 86th Academy Awards, Gravity received a leading ten Academy Award nominations (tied with American Hustle) and won seven (the most for the ceremony), including the following: Best Director (for Cuarón), Best Cinematography (for Lubezki), Best Visual Effects, Best Film Editing, Best Sound Mixing, Best Sound Editing, and Best Original Score (for Price). The film was also awarded six BAFTA Awards, including Outstanding British Film and Best Director, the Golden Globe Award for Best Director, seven Critics' Choice Movie Awards and a Bradbury Award."
"http://dbpedia.org/resource/Her_(film)","Her","2.3E7","4.88E7","Her is a 2013 American drama film written, directed, and produced by Spike Jonze. It marks Jonze's solo screenwriting debut. The film follows Theodore Twombly (Joaquin Phoenix), a man who develops a relationship with Samantha (Scarlett Johansson), an intelligent computer operating system personified through a female voice. The film also stars Amy Adams, Rooney Mara, and Olivia Wilde. Jonze conceived the idea in the early 2000s after reading an article about a website that allowed for instant messaging with an artificial intelligence program. After making I'm Here (2010), a short film sharing similar themes, Jonze returned to the idea. He wrote the first draft of the script in five months. Principal photography took place in Los Angeles and Shanghai in mid-2012. The role of Samantha was recast in post-production, with Samantha Morton being replaced with Johansson. Additional scenes were filmed in August 2013 following the casting change. Her premiered at the 2013 New York Film Festival on October 12, 2013. Warner Bros. Pictures initially provided a limited release for Her at six theaters on December 18. It was later given a wide release at over 1,700 theaters in the United States and Canada on January 10, 2014. Her received widespread critical acclaim upon its release, and grossed over $47 million worldwide on a production budget of $23 million. The film received numerous awards and nominations, primarily for Jonze's screenplay. At the 86th Academy Awards, Her received five nominations, including Best Picture, and won the award for Best Original Screenplay. Jonze also won awards for his screenplay at the 71st Golden Globe Awards, the 66th Writers Guild of America Awards, the 19th Critics' Choice Awards, and the 40th Saturn Awards."
"http://dbpedia.org/resource/The_F_Word_(2013_film)","The F Word","1.1E7","7800000.0","The F Word (released in some countries as What If) is a 2013 Irish-Canadian romantic comedy film directed by Michael Dowse and written by Elan Mastai, based on TJ Dawe and Michael Rinaldi's play Toothpaste and Cigars. The film stars Daniel Radcliffe, Zoe Kazan, Megan Park, Adam Driver, Mackenzie Davis and Rafe Spall. It premiered at the 2013 Toronto International Film Festival and was a nominee for Best Picture at the 2nd Canadian Screen Awards, and won for Adapted Screenplay."
"http://dbpedia.org/resource/The_World's_End_(film)","The World's End","2.0E7","4.61E7","The World's End is a 2013 British comic science fiction film directed by Edgar Wright, written by Wright and Simon Pegg, and starring Pegg, Nick Frost, Paddy Considine, Martin Freeman, Rosamund Pike and Eddie Marsan. The film follows a group of friends who discover an alien invasion during an epic pub crawl in their home town. Wright has described the film as ""social science fiction"" in the tradition of John Wyndham and Samuel Youd (John Christopher). It is the third and final film in the Three Flavours Cornetto trilogy, following Shaun of the Dead (2004) and Hot Fuzz (2007). The film was produced by Relativity Media, StudioCanal, Big Talk Productions, and Working Title Films."
"http://dbpedia.org/resource/Zulu_(2013_film)","Zulu","1.6E7","2600000.0","Zulu is a 2013 English-language French produced crime film directed by Jérôme Salle. It was selected as the closing film at the 2013 Cannes Film Festival. The film is partly based on Project Coast, the program for biological and chemical weapons of the South African apartheid regime, and the book Zulu by author Caryl Férey, winner of the French Grand Prix for Best Crime Novel of 2008."
"http://dbpedia.org/resource/47_Ronin_(2013_film)","47 Ronin","1.75E8","1.518E8","47 Ronin is a 2013 American 3D adventure drama fantasy action film depicting a fictional account of the forty-seven Ronin, a real-life group of masterless samurai in 18th-century Japan who avenged the death of their lord, in the style of Chūshingura. Produced by Universal Studios, the film was directed by Carl Rinsch and stars Keanu Reeves and Hiroyuki Sanada. The film received generally negative reviews, although some reviewers bestowed praise for the action and visuals. 47 Ronin grossed $151 million in worldwide box-office sales but failed to recoup its total budget of $225 million (consisting of $175 million for the film's production and $50 million for its distribution and marketing), and Variety reported the film as a costly box office bomb which left Universal Studios deeply in the red for 2013. Adjusted for inflation, it lost an estimated $152 million. Variety magazine listed 47 Ronin as one of ""Hollywood's biggest box office bombs of 2013""."
"http://dbpedia.org/resource/A_Good_Day_to_Die_Hard","A Good Day to Die Hard","9.2E7","3.047E8","A Good Day to Die Hard is a 2013 American action film and the fifth installment in the Die Hard film series. The film was directed by John Moore and written by Skip Woods, and starring Bruce Willis as John McClane. The main plot finds McClane travelling to Russia to get his estranged son, Jack, out of prison, but is soon caught in the crossfire of a terrorist plot. Talks of a fifth Die Hard film began before the release of Live Free or Die Hard, with Willis affirming that the latter would not be the last in the series, but pre-production did not start until September 2011, when John Moore was officially announced as the director. Filming began in April 2012, primarily in Budapest, Hungary. A Good Day to Die Hard premiered in Los Angeles on January 31, 2013, coinciding with the unveiling of a Die Hard mural at the Fox Lot, and was released in certain East and Southeast Asian countries on February 7 and in the United States and Canada on February 13. It is the first Die Hard film to use Dolby Atmos Surround Mixing and the first to also be released in IMAX theaters. Unlike the previous films, A Good Day to Die Hard was the first Die Hard film to be a critical failure, receiving overwhelmingly negative reviews. Despite this, the film grossed over three times its budget worldwide. It is the first film produced by TSG Entertainment, since distributor 20th Century Fox's departure from Dune Entertainment upon the completion of their distribution contract at the end of 2012."
"http://dbpedia.org/resource/About_Time_(2013_film)","About Time","1.2E7","8.71E7","About Time is a 2013 British romantic comedy-drama film about a young man with the special ability to time travel who tries to change his past in order to improve his future. The film was written and directed by Richard Curtis, and stars Domhnall Gleeson, Rachel McAdams and Bill Nighy. It was released in the United Kingdom on 4 September 2013."
"http://dbpedia.org/resource/Olympus_Has_Fallen","Olympus Has Fallen","7.0E7","1.61E8","Olympus Has Fallen is a 2013 American action thriller film. Directed by Antoine Fuqua and written by Creighton Rothenberger & Katrin Benedikt, it stars Gerard Butler, Aaron Eckhart, and Morgan Freeman, with Angela Bassett, Robert Forster, Cole Hauser, Ashley Judd, Melissa Leo, Dylan McDermott, Radha Mitchell, and Rick Yune in supporting roles. The film depicts a North Korean-led guerrilla assault on the White House, and focuses on disgraced Secret Service agent Mike Banning's (Butler) efforts to rescue the President (Eckhart). The film was released on March 22, 2013, by FilmDistrict and received mixed critical reception but earned more than $160 million against a $70 million production budget. Olympus Has Fallen was one of two films released in 2013 that dealt with a terrorist attack on the White House, the other being White House Down. A sequel titled London Has Fallen was released on March 4, 2016, with the principal cast members reprising their roles."
"http://dbpedia.org/resource/Firestorm_(2013_film)","Firestorm","2.0E7","5.6382533E7","Firestorm is a 2013 Hong Kong action film written and directed by Alan Yuen, produced by and starring Andy Lau. The film was converted to 3D during post-production, making it the first 3D Hong Kong police action film. Firestorm was chosen to be the opening film at Screen Singapore held on 4 December 2013 where Lau and co-star Gordon Lam walked the red carpet for the film's premiere. The film also opened the 56th Asia Pacific Film Festival on 13 December 2013 in Macau. In addition, Firestorm also had its North American premier at the 57th San Francisco International Film Festival on 3 May 2014."
"http://dbpedia.org/resource/Getaway_(film)","Getaway","1.8E7","1.18E7","Getaway is a 2013 American action thriller film starring Ethan Hawke, Selena Gomez and Jon Voight. Directed by Courtney Solomon and written by Gregg Maxwell Parker and Sean Finegan, the film is distributed by Warner Bros., the last Dark Castle Entertainment film to be released by Warner Bros., as Universal Studios took Dark Castle over in 2013. Though originally reported to be a remake of the 1972 film The Getaway, the film is actually an original story. This is the first film directed by Solomon in eight years, with his last being 2005's An American Haunting."
"http://dbpedia.org/resource/Mandela:_Long_Walk_to_Freedom","Mandela: Long Walk to Freedom","3.5E7","2.73E7","Mandela: Long Walk to Freedom is a 2013 British-South African biographical film directed by Justin Chadwick from a script written by William Nicholson and starring Idris Elba and Naomie Harris. The film is based on the 1995 autobiographical book Long Walk to Freedom by anti-apartheid revolutionary and former South African President Nelson Mandela."
"http://dbpedia.org/resource/The_Counselor","The Counselor","2.5E7","7.1E7","The Counselor (spelled The Counsellor in some markets) is a 2013 British-American crime thriller film directed by Ridley Scott and written by Cormac McCarthy. It stars Michael Fassbender as the eponymous Counselor—who gets in over his head in a drug deal around the troubled Ciudad Juarez, Mexico / Texas border area—as well as Penélope Cruz, Cameron Diaz, Javier Bardem and Brad Pitt. The film deals with primal human concerns like greed, mortality, love, and trust related to the theme of corruption and profit in a high stakes criminal environment. The Counselor was chosen as the closing film at the 2013 Morelia Film Festival and also played the Cork Film Festival. The London premiere was held on October 3, 2013 in Leicester Square. The New York City premiere was held on October 9, 2013. The film was theatrically released on October 25, 2013. It is dedicated to Scott's brother, Tony, who died in 2012."
"http://dbpedia.org/resource/The_Railway_Man_(film)","The Railway Man","1.8E7","2.23E7","The Railway Man is a 2013 British–Australian war film directed by Jonathan Teplitzky. It is an adaptation of the bestselling autobiography of the same name by Eric Lomax, and stars Colin Firth, Nicole Kidman, Jeremy Irvine and Stellan Skarsgård. It premiered at the 2013 Toronto International Film Festival on 6 September 2013."
"http://dbpedia.org/resource/Grudge_Match_(film)","Grudge Match","4.0E7","4.49E7","Grudge Match is a 2013 sports comedy film starring Robert De Niro and Sylvester Stallone as aging boxers stepping into the ring for one last bout. Stallone and De Niro have both previously been in successful boxing films (Rocky and Raging Bull, respectively) and worked together in Cop Land. The film is directed by Peter Segal. It was previously scheduled for a January 10, 2014 release, but was moved up to December 25, 2013."
"http://dbpedia.org/resource/Side_Effects_(2013_film)","Side Effects","3.0E7","6.67E7","Side Effects is a 2013 American psychological thriller film directed by Steven Soderbergh and written by Scott Z. Burns. It stars Jude Law as a psychiatrist whose patient (Rooney Mara) murders her husband (Channing Tatum) after being prescribed a new antidepressant drug. Catherine Zeta-Jones co-stars as the patient's previous psychiatrist. Side Effects was released in the United States on February 8, 2013 by Open Road Films."
"http://dbpedia.org/resource/The_Immigrant_(2013_film)","The Immigrant","1.6E7","5900000.0","The Immigrant is a 2013 American drama film directed by James Gray, starring Marion Cotillard, Joaquin Phoenix, and Jeremy Renner. It was nominated for the Palme d'Or at the 2013 Cannes Film Festival. The working titles of the film were Low Life and The Nightingale."
"http://dbpedia.org/resource/The_Internship","The Internship","5.8E7","9.3E7","The Internship is a 2013 American comedy film directed by Shawn Levy, written by Vince Vaughn and Jared Stern, and produced by Vaughn and Levy. The film stars Vince Vaughn and Owen Wilson as recently-laid-off salesmen who attempt to compete with much younger and more technically-skilled applicants for a job at Google. The Internship is the second film with Vaughn and Wilson in the lead roles, after the 2005 film Wedding Crashers; the two had also both appeared in the 2004 film Starsky & Hutch. This is also the second collaboration of Levy, Vaughn, and Stern after the 2012 film The Watch, and the third of Levy and Wilson after the first two Night at the Museum films. The main location of the film is the Googleplex, the real-life headquarters of Google in Mountain View, California, while many scenes were filmed in Atlanta, Georgia, at the Georgia Institute of Technology."
"http://dbpedia.org/resource/Gangster_Squad","Gangster Squad","7.5E7","1.052E8","(This article is about the 2013 film. For the real crime fighting unit on which the film is based, see Gangster Squad (LAPD).) Gangster Squad is a 2013 American action crime thriller film directed by Ruben Fleischer and written by Will Beall. It stars Josh Brolin, Ryan Gosling, Nick Nolte, Emma Stone and Sean Penn. The story is loosely based on the Los Angeles Police Department officers and detectives who formed a group called the ""Gangster Squad unit"" who attempted to combat Mickey Cohen and his gang during the 1940s and 1950s. It was originally set to be released September 7, 2012, but in the wake of the 2012 Aurora shooting, the release date was changed to January 11, 2013 by Warner Bros. Pictures. When in fact the film, the characters, and the events are mostly fictionalized, the LAPD did have a unit called the ""Gangster Squad"" which was created when Clemence B. Horrall was the LAPD's Chief of Police. A similar theme is the basis of a 1996 film, Mulholland Falls, which Nolte also appeared in, and a 2013 television miniseries, Mob City."
"http://dbpedia.org/resource/Devil's_Knot_(film)","Devil's Knot","1.5E7","2000000.0","Devil's Knot is a 2013 American biographical crime film directed by Atom Egoyan. The film is based on a true story as told in Mara Leveritt's 2002 book of the same name, concerning three teenagers known as the West Memphis Three, who were convicted of killing three young boys during the Satanic ritual abuse panic. They were subsequently sentenced to death (Echols) and life imprisonment (Baldwin and Misskelley). Produced by Elizabeth Fowler, Richard Saperstein, Clark Peterson, Christopher Woodrow, and Paul Harris Boardman, the film stars Colin Firth, Reese Witherspoon, Mireille Enos, Dane DeHaan, Kevin Durand, Bruce Greenwood, Stephen Moyer, Elias Koteas, Amy Ryan, and Alessandro Nivola. The film premiered at the 2013 Toronto International Film Festival on September 8, 2013, followed by a wider release later that year. The film had a limited release in Canadian theaters on January 24, 2014, and was released in U.S. theaters and video on demand services on May 9, 2014."
"http://dbpedia.org/resource/The_Grand_Seduction","The Grand Seduction","1.27E7","4300000.0","The Grand Seduction is a 2013 Canadian comedy film directed by Don McKellar and written by Ken Scott and Michael Dowse. The film stars Taylor Kitsch, Brendan Gleeson, Liane Balaban and Gordon Pinsent. It is based on a 2003 French-Canadian film, La Grande Séduction. The film was nominated in four categories for the Canadian Screen Awards, with Pinsent winning the award for Actor in a Supporting Role at the March 2014 ceremony."
"http://dbpedia.org/resource/The_House_of_Magic","The House of Magic","3.4E7","6.42E7","The House of Magic (Thunder and The House of Magic in the United States) is a 2013 3D Belgian-French computer-animated fantasy-comedy film produced by Nadia Khamlichi, Adrian Politowski, Ben Stassen, Caroline Van Iseghem and Gilles Waterkeyn and directed by Jeremy Degruson and Ben Stassen. The film focuses on an abandoned young cat who seeks shelter in the home of an old, retired magician with his automatons and gizmos."
"http://dbpedia.org/resource/Black_Nativity_(film)","Black Nativity","1.75E7","7454185.0","Black Nativity is a 2013 American musical drama film directed by Kasi Lemmons. The script, written by Lemmons, is based on Langston Hughes' play of the same name and released on November 27, 2013. The film stars an African American ensemble cast featuring Forest Whitaker, Angela Bassett, Tyrese Gibson, Jennifer Hudson, Mary J. Blige, Jacob Latimore, Vondie Curtis-Hall, and Nas."
"http://dbpedia.org/resource/Blind_Detective","Blind Detective","8.5E7","3.6417038E7","Blind Detective is a 2013 Hong Kong-Chinese romantic comedy and crime thriller film directed by Johnnie To and starring Andy Lau and Sammi Cheng. The film was shown as part of the Shanghai International Film Festival."
