"dburl","title","budget","gross","abstract"
"http://dbpedia.org/resource/Brick_Mansions","Brick Mansions","2.3E7","6.9E7","Brick Mansions is a 2014 English-language French-Canadian crime-thriller film starring Paul Walker, David Belle and RZA. The film was directed by Camille Delamarre and written by Luc Besson, Robert Mark Kamen and Bibi Naceri. It is a remake of the 2004 French film District 13, in which Belle had also starred. Brick Mansions was released on April 25, 2014, five months after Paul Walker's death on November 30, 2013 and has a dedication to him at the start of the credits. This is Walker's last completed film before his death but not his last film appearance. At the time of his death, he was almost done filming Furious 7 which was released on April 3, 2015."
"http://dbpedia.org/resource/Dawn_of_the_Planet_of_the_Apes","Dawn of the Planet of the Apes","1.7E8","7.106E8","Dawn of the Planet of the Apes is a 2014 American science fiction film directed by Matt Reeves and written by Mark Bomback, Rick Jaffa and Amanda Silver. It stars Andy Serkis, Jason Clarke, Gary Oldman, Keri Russell, Toby Kebbell, and Kodi Smit-McPhee. It is the sequel to the 2011 film Rise of the Planet of the Apes, which began 20th Century Fox's reboot of the original Planet of the Apes series. Dawn is set ten years after the events of Rise, and follows a group of people in San Francisco who struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes. Dawn of the Planet of the Apes was released in the United States and Canada on July 11, 2014 and was met with positive reception, with critics praising its visual effects, story, direction, acting and emotional depth. It was also a box office success, having grossed over $710 million worldwide, and received an Academy Award nomination for Best Visual Effects. A third installment, titled War for the Planet of the Apes, is set to be released on July 14, 2017."
"http://dbpedia.org/resource/Dumb_and_Dumber_To","Dumb and Dumber To","5.0E7","1.698E8","Dumb and Dumber To is a 2014 American comedy film co-written and directed by Bobby and Peter Farrelly. It is the third film in the Dumb and Dumber film series and a direct sequel to the 1994 film Dumb and Dumber. It stars Jim Carrey and Jeff Daniels reprising their roles 20 years after the events of the first film, and also features Rob Riggle, Laurie Holden and Kathleen Turner. The film tells the story of Lloyd Christmas and Harry Dunne (played by Carrey and Daniels, respectively), two dim-witted but good-natured adults who set out on a cross-country road trip to find Harry's daughter who has been adopted. First announced in October 2011, Dumb and Dumber To underwent a turbulent pre-production phase which included, at one point, Carrey withdrawing from the project, and Warner Bros. declining to distribute the film. The project was eventually taken on in 2013 by Red Granite Pictures and the film was shot in the fall of the same year. Released on November 14, 2014, by Universal Pictures, Dumb and Dumber To received mostly negative reviews. However, the film was a success at the box office, taking in $36.1 million on its opening weekend and a total gross of over $169 million."
"http://dbpedia.org/resource/Grace_of_Monaco_(film)","Grace of Monaco","3.0E7","2.66E7","Grace of Monaco is a 2014 French-American biographical drama film directed by Olivier Dahan and written by Arash Amel. The film stars Nicole Kidman in the titular role as Grace Kelly. It also features a supporting cast of Frank Langella, Parker Posey, Derek Jacobi, Paz Vega, Roger Ashton-Griffiths, Milo Ventimiglia, and Tim Roth. First scheduled for release at the end of November 2013, the film was then re-scheduled for March 14, 2014, until being pulled from the release schedule indefinitely. It opened the 2014 Cannes Film Festival, playing out of competition. It was released to cinemas in some countries in 2014, but bypassed a theatrical release in the US and ultimately debuted on the Lifetime cable network on May 25, 2015."
"http://dbpedia.org/resource/Maps_to_the_Stars","Maps to the Stars","1.3E7","4000000.0","Maps to the Stars is a 2014 internationally co-produced satirical drama film directed by David Cronenberg, and starring Julianne Moore, Mia Wasikowska, John Cusack, Robert Pattinson, Olivia Williams, Sarah Gadon, and Evan Bird. The screenplay was written by Bruce Wagner, who had written a novel entitled Dead Stars based on the Maps to the Stars script, after initial plans for making the film with Cronenberg fell through. This is the second consecutive collaboration between Cronenberg and Pattinson (after Cosmopolis) and marks the third collaboration between Cronenberg and Prospero Pictures, who previously collaborated on A Dangerous Method and Cosmopolis. This is also the third Cronenberg film made with Canadian actress Sarah Gadon. It is the first Cronenberg film shot partially in the United States, although most of it was shot, like his other films, in his native city of Toronto, Canada. The film concerns the plight of a child star and a washed up actress while commenting on the entertainment industry's relationship with Western civilization as a whole. The film premiered in competition for the Palme d'Or at the 2014 Cannes Film Festival on May 19, 2014. Moore won the festival's Best Actress Award. Following its premiere at Cannes, the film had a theatrical release in France on May 21, 2014."
"http://dbpedia.org/resource/Serial_(Bad)_Weddings","Serial (Bad) Weddings","1.28E7","1.485E8","Serial (Bad) Weddings (French: Qu'est-ce qu'on a fait au Bon Dieu?) is a French comedy film directed by Philippe de Chauveron released in 2014."
"http://dbpedia.org/resource/The_Homesman","The Homesman","1.6E7","3440000.0","The Homesman is a 2014 French-American period drama film set in the 1850s midwest produced and directed by Tommy Lee Jones and co-written with Kieran Fitzgerald and Wesley Oliver, based on the 1988 novel of the same name by Glendon Swarthout. The film stars Jones and Hilary Swank and also features Meryl Streep, Hailee Steinfeld, John Lithgow, and James Spader. The film was selected to compete for the Palme d'Or in the main competition section at the 2014 Cannes Film Festival and received a North American limited release on November 14, 2014 by Roadside Attractions. The Homesman has received mostly positive reviews from critics. Rotten Tomatoes gave the film a rating average of 7.2/10. The title refers to the task of taking immigrants back home, which was typically a man's job to carry out."
"http://dbpedia.org/resource/John_Wick","John Wick","2.0E7","8.6E7","John Wick is a 2014 American neo-noir action thriller film directed by Chad Stahelski and David Leitch, and starring Keanu Reeves, Michael Nyqvist, Alfie Allen, Adrianne Palicki, Bridget Moynahan, Dean Winters, Ian McShane, John Leguizamo, and Willem Dafoe. The film stars Reeves as John Wick, a retired hitman seeking vengeance for the theft of his vintage car and the killing of his puppy, a gift from his recently deceased wife. Stahelski and Leitch directed the film together, though Leitch was uncredited. The film was written by Derek Kolstad, who completed the screenplay in 2012 and further developed it for Thunder Road Pictures. The film was produced by Basil Iwanyk of Thunder Road Pictures, Leitch, Eva Longoria and Michael Witherill. It marks Stahelski and Leitch's directorial debut as a team after multiple separate credits as second unit directors and stunt coordinators. They previously worked with Reeves as stunt doubles on The Matrix trilogy. Stahelski and Leitch's approach to action scenes drew upon their admiration for anime and martial arts films, and the film's use of fight choreographers and gun fu techniques from Hong Kong action cinema was additionally influential in the development of the film. The film also pays homage to works such as John Woo's The Killer, Jean-Pierre Melville's Le Cercle Rouge and Le Samouraï, John Boorman's Point Blank, and the spaghetti western subgenre of Western films. The film was acclaimed by critics, who praised the performances, visuals and action sequences, and called it a welcome return to form for Reeves. A sequel, titled John Wick: Chapter 2, is currently in production and is scheduled to be released on February 10, 2017."
"http://dbpedia.org/resource/Let's_Be_Cops","Let's Be Cops","1.7E7","1.382E8","Let's Be Cops is a 2014 American action comedy film written and directed by Luke Greenfield, and co-written with Nicholas Thomas. The film stars Jake Johnson and Damon Wayans, Jr. as two friends who pretend to be Los Angeles police officers. Co-starring Nina Dobrev, Rob Riggle, James D'Arcy and Keegan-Michael Key, the film was released on August 13, 2014."
"http://dbpedia.org/resource/Jack_Ryan:_Shadow_Recruit","Jack Ryan: Shadow Recruit","6.0E7","1.355E8","Jack Ryan: Shadow Recruit is a 2014 American action spy thriller film directed by Kenneth Branagh. Chris Pine, Kevin Costner, Branagh, and Keira Knightley star in leading roles. The film features the fictional character Jack Ryan created by author Tom Clancy. It is the fifth film in the Jack Ryan series but is presented as a reboot that departs from the previous installments. Unlike its predecessors, it is not an adaptation of a particular Clancy novel, but rather an original story. Pine stars in the title role, becoming the fourth actor to play Ryan, following Alec Baldwin, Harrison Ford, and Ben Affleck. The original screenplay was written by Adam Cozand and David Koepp. The film was produced by Mace Neufeld, Lorenzo di Bonaventura, David Barron and Mark Vahradian, with David Ellison, Dana Goldberg, Paul Schwake and Tommy Harper as executive producers. The film score was composed by Patrick Doyle. The film was released on January 17, 2014, and grossed over $130 million in revenue at the box office. Jack Ryan: Shadow Recruit was met with mixed critical reviews. The film is dedicated to Clancy, who died on October 1, 2013."
"http://dbpedia.org/resource/Lucy_(2014_film)","Lucy","4.0E7","4.634E8","Lucy is a 2014 science fiction action film written and directed by Luc Besson and produced by his wife Virginie Besson-Silla for his company Europacorp. The film was shot in Taipei, Paris and New York City. It stars Scarlett Johansson, Morgan Freeman, Choi Min-sik and Amr Waked. Johansson portrays the title character, a woman who gains psychokinetic abilities when a nootropic drug is absorbed into her bloodstream. The film was released on July 25, 2014, and became a box office hit, grossing over $463 million, 11 times the budget of $40 million. It received generally positive, but also polarized, critical reviews, with praise for Johansson's performance, entertaining or intriguing themes and visuals, and criticism for having a nonsensical plot, especially its focus on the ten percent of the brain myth and resulting abilities."
"http://dbpedia.org/resource/Muppets_Most_Wanted","Muppets Most Wanted","5.0E7","8.04E7","Muppets Most Wanted is a 2014 American musical comedy film produced by Walt Disney Pictures and Mandeville Films, and the eighth theatrical film featuring the Muppets. Directed by James Bobin and written by Bobin and Nicholas Stoller, the film is a sequel to 2011's The Muppets and stars Ricky Gervais, Ty Burrell, and Tina Fey as well as Muppet performers Steve Whitmire, Eric Jacobson, Dave Goelz, Bill Barretta, David Rudman, Matt Vogel, and Peter Linz. In the film, the Muppets find themselves unwittingly involved in an international crime caper while on tour in Europe. Aside from co-writer Jason Segel, the majority of the production team behind The Muppets returned for Muppets Most Wanted including Bobin, Stoller, and producers David Hoberman and Todd Lieberman. Bret McKenzie and Christophe Beck returned to compose the film's songs and musical score, respectively. Principal photography commenced in January 2013 at Pinewood Studios in Buckinghamshire, England. Muppets Most Wanted had its world premiere at the El Capitan Theatre in Los Angeles on March 11, 2014 and was released theatrically in North America on March 21, 2014. The film grossed $80.4 million worldwide."
"http://dbpedia.org/resource/Penguins_of_Madagascar","Penguins of Madagascar","1.32E8","3.73E8","Penguins of Madagascar is a 2014 American 3D computer-animated action comedy adventure film, produced by DreamWorks Animation and distributed by 20th Century Fox. It is a spin-off of the Madagascar film series, and takes place right after the events of Madagascar 3: Europe's Most Wanted, following the penguins Skipper, Kowalski, Rico and Private in their own adventure. Apart from the main characters, it is unrelated to the similarly named TV series. The film was directed by Simon J. Smith and Eric Darnell, and written by Michael Colton, John Aboud, and Brandon Sawyer. It stars the voices of Tom McGrath, Chris Miller, Conrad Vernon, Christopher Knights, Benedict Cumberbatch, John Malkovich, and Ken Jeong. The film was released on November 26, 2014. It is the only film in the Madagascar franchise that was distributed by 20th Century Fox and was the final film produced by Pacific Data Images before its closure on January 22, 2015. Despite earning $373 million on a $132 million budget, the film forced a write-down for the studio."
"http://dbpedia.org/resource/Samba_(2014_film)","Samba","2.0E7","2.43E7","Samba is a 2014 French comedy-drama film co-written and directed by Olivier Nakache and Éric Toledano. It is the second collaboration between Sy and directors Nakache and Toledano after 2012's The Intouchables. The film premiered at the 2014 Toronto International Film Festival on 7 September 2014. It had a theatrical release on 15 October 2014 in France. The U.S. theatrical release is set for July 24, 2015."
"http://dbpedia.org/resource/Need_for_Speed_(film)","Need for Speed","6.5E7","2.033E8","Need for Speed is a 2014 American action film directed by Scott Waugh, written by George Gatins and John Gatins and produced by DreamWorks Pictures and Reliance Entertainment. Based on the series of video games by Electronic Arts, the film stars Aaron Paul as street racer Tobey Marshall, who sets off to race cross-country, as a way of avenging his friend's death at the hands of a rival racer (Dominic Cooper). Need for Speed was released by Touchstone Pictures on March 14, 2014, in 3D, IMAX, and conventional theaters. Despite receiving generally negative reviews from critics, the film went on to earn $203.3 million at the worldwide box office."
"http://dbpedia.org/resource/About_Last_Night_(2014_film)","About Last Night","1.25E7","4.9E7","About Last Night is a 2014 American romantic comedy film directed by Steve Pink and written by Leslye Headland and starring Kevin Hart, Michael Ealy, Regina Hall and Joy Bryant. The film is based on the 1974 David Mamet play Sexual Perversity in Chicago and is a remake of the 1986 film of the same name. While the original film is set in Chicago, Illinois, the remake is set in Los Angeles, California where filming took place in late 2012. The film premiered at the Pan African Film Festival on February 11, 2014 and was released in theaters on Valentine's Day, February 14, 2014. The film received generally positive reviews, with most critics praising the humor between Hart and Hall. The film grossed $49 million against its production budget of $12.5 million."
"http://dbpedia.org/resource/I,_Frankenstein","I, Frankenstein","6.5E7","7.12E7","I, Frankenstein is a 2014 Australian fantasy horror thriller action film written and directed by Stuart Beattie, based on the graphic novel by Kevin Grevioux. The film was produced by Tom Rosenberg, Gary Lucchesi, Richard Wright, Andrew Mason and Sidney Kimmel. It stars Aaron Eckhart, Bill Nighy, Yvonne Strahovski, Miranda Otto, and Jai Courtney."
"http://dbpedia.org/resource/Into_the_Woods_(film)","Into the Woods","5.0E7","2.131E8","Into the Woods is a 2014 British-American musical fantasy film directed by Rob Marshall, and adapted to the screen by James Lapine from his and Stephen Sondheim's Tony Award-winning Broadway musical of the same name. It features an ensemble cast that includes Meryl Streep, Emily Blunt, James Corden, Anna Kendrick, Chris Pine, Tracey Ullman, Christine Baranski, Lilla Crawford, Daniel Huttlestone, MacKenzie Mauzy, Billy Magnussen, and Johnny Depp. Inspired by the Grimm Brothers' fairy tales of ""Little Red Riding Hood"", ""Cinderella"", ""Jack and the Beanstalk"", and ""Rapunzel"", the film is a fantasy genre crossover centered on a childless couple, who set out to end a curse placed on them by a vengeful witch. Ultimately, the characters are forced to rectify the consequences of their actions. After several unsuccessful attempts by other studios and producers to adapt the musical to film, Walt Disney Pictures announced in 2012 that it was producing an adaptation, with Marshall directing and John DeLuca serving as producer. Principal photography commenced in September 2013, and took place entirely in the United Kingdom, including at Shepperton Studios in London. Into the Woods held its world premiere at the Ziegfeld Theatre in New York City on December 8, 2014, and was released theatrically in the United States on December 25, 2014. The film was commercially successful and received generally positive reviews, receiving praise for its acting performances and production merits, but was criticized for its lighter tone compared to the source material and the changes made for the translation. It grossed $213 million worldwide. Into the Woods received three Academy Award nominations at the 87th Academy Awards, including a Best Supporting Actress nomination for Streep, as well as three Golden Globe Award nominations, including Best Motion Picture – Musical or Comedy."
"http://dbpedia.org/resource/Teenage_Mutant_Ninja_Turtles_(2014_film)","Teenage Mutant Ninja Turtles","1.25E8","4.933E8","Teenage Mutant Ninja Turtles is a 2014 American action adventure film based on the Mirage Studios characters of the same name, produced by Nickelodeon Movies and Platinum Dunes, and distributed by Paramount Pictures. It is the fifth film of the Teenage Mutant Ninja Turtles film series and is also a reboot that features the main characters, portrayed by a new cast and the first in the reboot series. The film was directed by Jonathan Liebesman, written by Josh Appelbaum, André Nemec and Evan Daugherty, and stars Megan Fox, Will Arnett, William Fichtner, Minae Noji, Whoopi Goldberg, Abby Elliott and Tohoru Masamune, and featuring voices of Johnny Knoxville, Alan Ritchson, Noel Fisher, Jeremy Howard and Tony Shalhoub. The film was announced shortly before Teenage Mutant Ninja Turtles co-creator Peter Laird sold the rights to the characters to Nickelodeon in October 2009. The film was released on August 8, 2014. The film received generally negative reviews from critics, but was a box office success, earning $493.3 million on a $125 million budget and it became the highest grossing film in the series. The film won the Worst Supporting Actress award at the 35th Golden Raspberry Awards in 2015 for Fox's performance as April O'Neil and also received nominations for Worst Picture, Worst Prequel, Remake, Rip-off or Sequel, Worst Director, and Worst Screenplay. Conversely, it was also nominated at the 28th Kids' Choice Awards for Favorite Movie, Favorite Movie Actor and Favorite Movie Actress. A sequel, Teenage Mutant Ninja Turtles: Out of the Shadows, was released on June 3, 2016."
"http://dbpedia.org/resource/The_Hobbit:_The_Battle_of_the_Five_Armies","The Battle of the Five Armies","2.5E8","9.56E8","The Hobbit: The Battle of the Five Armies is a 2014 high fantasy action film directed by Peter Jackson and written by Jackson, Fran Walsh, Philippa Boyens, and Guillermo del Toro. It is the third and final installment in Peter Jackson's three-part film adaptation based on the novel The Hobbit by J. R. R. Tolkien, following An Unexpected Journey (2012) and The Desolation of Smaug (2013), and together they act as a prequel to Jackson's The Lord of the Rings film trilogy. It was produced by New Line Cinema, Metro-Goldwyn-Mayer and WingNut Films, and distributed by Warner Bros. Pictures, The Battle of the Five Armies was released on 11 December 2014 in New Zealand, 12 December 2014 in the United Kingdom and on 17 December 2014 in the United States. It stars Martin Freeman, Ian McKellen, Richard Armitage, Evangeline Lilly, Lee Pace, Luke Evans, Benedict Cumberbatch, Ken Stott and James Nesbitt. It also features Cate Blanchett, Ian Holm, Christopher Lee, Hugo Weaving and Orlando Bloom. The film received mixed reviews and grossed over $956 million worldwide, making it the second highest-grossing film of 2014 and the 33rd highest-grossing film of all time. At the 87th Academy Awards, the film received a nomination for Best Sound Editing."
"http://dbpedia.org/resource/The_Hobbit:_The_Battle_of_the_Five_Armies","The Hobbit:","2.5E8","9.56E8","The Hobbit: The Battle of the Five Armies is a 2014 high fantasy action film directed by Peter Jackson and written by Jackson, Fran Walsh, Philippa Boyens, and Guillermo del Toro. It is the third and final installment in Peter Jackson's three-part film adaptation based on the novel The Hobbit by J. R. R. Tolkien, following An Unexpected Journey (2012) and The Desolation of Smaug (2013), and together they act as a prequel to Jackson's The Lord of the Rings film trilogy. It was produced by New Line Cinema, Metro-Goldwyn-Mayer and WingNut Films, and distributed by Warner Bros. Pictures, The Battle of the Five Armies was released on 11 December 2014 in New Zealand, 12 December 2014 in the United Kingdom and on 17 December 2014 in the United States. It stars Martin Freeman, Ian McKellen, Richard Armitage, Evangeline Lilly, Lee Pace, Luke Evans, Benedict Cumberbatch, Ken Stott and James Nesbitt. It also features Cate Blanchett, Ian Holm, Christopher Lee, Hugo Weaving and Orlando Bloom. The film received mixed reviews and grossed over $956 million worldwide, making it the second highest-grossing film of 2014 and the 33rd highest-grossing film of all time. At the 87th Academy Awards, the film received a nomination for Best Sound Editing."
"http://dbpedia.org/resource/Wild_(2014_film)","Wild","1.5E7","5.25E7","(Not to be confused with Into the Wild (film).) Wild is a 2014 American biographical survival drama film directed by Jean-Marc Vallée. The screenplay by Nick Hornby is based on Cheryl Strayed's 2012 memoir Wild: From Lost to Found on the Pacific Crest Trail. The film stars Reese Witherspoon as Strayed, alongside Laura Dern (as Strayed's mother), with Thomas Sadoski, Michiel Huisman and Gaby Hoffmann among several others in supporting roles. The film premiered at the Telluride Film Festival on August 29, 2014, and was released theatrically on December 3, 2014, in North America. Wild opened to positive critical reviews, with much praise going toward the performances of Reese Witherspoon and Laura Dern. Both actresses received Academy Award nominations for their performances, in the categories of Best Actress and Best Supporting Actress, respectively."
"http://dbpedia.org/resource/Dracula_Untold","Dracula Untold","7.0E7","2.171E8","Dracula Untold is a 2014 American dark fantasy action horror film directed by Gary Shore in his feature film debut and written by Matt Sazama and Burk Sharpless. Rather than focusing on Irish novelist Bram Stoker's 1897 novel Dracula, the film creates an origin story for its title character, Count Dracula, by re-imagining the story of Vlad the Impaler. Luke Evans portrays the title character, and Sarah Gadon, Dominic Cooper, Art Parkinson, and Charles Dance appear in supporting roles. Principal photography began on August 5, 2013, in Northern Ireland. Universal Pictures released the film on October 10, 2014, in cinemas and IMAX. Despite being a box office success, grossing $217 million worldwide, Dracula Untold received negative critical reviews, with praise towards Luke Evans's performance and the story, and criticism directed at the characterization."
"http://dbpedia.org/resource/Neighbors_(2014_film)","Neighbors","1.8E7","2.707E8","Neighbors is a 2014 American comedy film directed by Nicholas Stoller and written by Andrew Cohen and Brendan O'Brien. The film stars Seth Rogen, Zac Efron, Rose Byrne, Dave Franco and Christopher Mintz-Plasse. The plot follows a couple who come into conflict with a fraternity that has recently moved in next door. The film premiered at South by Southwest on March 8, 2014 and was released on May 9 in the United States. It was a critical and commercial success, grossing over $270 million worldwide. A sequel, titled Neighbors 2: Sorority Rising, was released on May 20, 2016. Stollen returned to direct, with Rogen, Efron, Byrne, Mintz-Plasse, Barinholtz, Gallo, Kudrow, Buress and Franco reprising their roles."
"http://dbpedia.org/resource/Step_Up:_All_In","Step Up: All In","4.5E7","8.62E7","Step Up: All In is a 2014 American dance film directed by Trish Sie and the fifth and final installment in the Step Up film series. The film was released on August 8, 2014."
"http://dbpedia.org/resource/Into_the_Storm_(2014_film)","Into the Storm","5.0E7","1.617E8","Into the Storm is a 2014 American found footage disaster film directed by Steven Quale, written by John Swetnam, starring Richard Armitage and Sarah Wayne Callies. The film was released by Warner Bros. Pictures on August 8, 2014. It is a meteorological disaster film about a rash of tornadoes striking Silverton, Oklahoma."
"http://dbpedia.org/resource/Planes:_Fire_&_Rescue","Planes: Fire & Rescue","5.0E7","1.514E8","Planes: Fire & Rescue is a 2014 American 3D computer-animated comedy-adventure film. It is a sequel to the 2013 film Planes, a spin-off of Pixar's Cars franchise. Produced by DisneyToon Studios, it was theatrically released by Walt Disney Pictures on July 18, 2014. Dane Cook, Stacy Keach, Brad Garrett, Teri Hatcher, Danny Mann, and Cedric the Entertainer reprised their roles of Dusty Crophopper, Skipper, Chug, Dottie, Sparky, and Leadbottom, respectively. New cast members included Hal Holbrook, Julie Bowen, Ed Harris, Regina King, Wes Studi, and Dale Dye."
"http://dbpedia.org/resource/Sunstroke_(2014_film)","Sunstroke","2.1E7","1693797.0","Sunstroke (Russian: Солнечный удар; translit. Solnechnyy udar) is a 2014 drama film by Russian director Nikita Mikhalkov. It is set in Russia during the Red Terror in 1920 and in 1907, and is loosely based on the story Sunstroke and the book Cursed Days by Nobel Prize-winning Russian writer Ivan Bunin. The film was selected as the Russian entry for the Best Foreign Language Film at the 88th Academy Awards but it was not nominated."
