"dburl","title","budget","gross","abstract"
"http://dbpedia.org/resource/Blood_Ties_(2013_film)","Blood Ties","2.5E7","2400000.0","Blood Ties is a 2013 crime thriller film directed by Guillaume Canet and starring Clive Owen, Billy Crudup, Marion Cotillard, Mila Kunis and Matthias Schoenaerts. It is a remake of the 2008 French thriller film Les liens du sang by Jacques Maillot, an adaptation of the French novel Deux frères: flic & truand by Bruno and Michel Papet. The screenplay was written by Canet and James Gray. The film was selected to be screened out of competition at the 2013 Cannes Film Festival. It received a limited release in France on October 30, 2013 in France, and on March 21, 2014 in the United States."
"http://dbpedia.org/resource/Blue_Jasmine","Blue Jasmine","1.8E7","9.91E7","Blue Jasmine is a 2013 American comedy-drama film written and directed by Woody Allen. The film tells the story of a rich Manhattan socialite (Cate Blanchett) who falls on hard times and has to move into her working-class sister's (Sally Hawkins) apartment in San Francisco. The film received a limited release on July 26, 2013, in New York and Los Angeles, before expanding nationwide on August 23, 2013. The film was met with critical acclaim, particularly for Blanchett's performance. Blanchett won the Academy Award for Best Actress, and Hawkins and Allen were nominated for Best Supporting Actress and Original Screenplay, respectively. Blanchett also won the Golden Globe Award, the SAG Award, and the BAFTA Award for Best Actress in a Leading Role. The film was also a box office success, earning $99.1 million worldwide against a budget of $18 million."
"http://dbpedia.org/resource/Dead_Man_Down","Dead Man Down","3.0E7","1.81E7","Dead Man Down is a 2013 American neo-noir crime thriller film written by J.H. Wyman and directed by Danish director Niels Arden Oplev. The film stars Colin Farrell, Noomi Rapace, Dominic Cooper, and Terrence Howard, and was released on March 8, 2013. Dead Man Down was Oplev's first film since The Girl with the Dragon Tattoo (2009), also starring Rapace and scored by Jacob Groth."
"http://dbpedia.org/resource/Delivery_Man_(film)","Delivery Man","2.6E7","5.31E7","Delivery Man is a 2013 American comedy-drama film written and directed by Ken Scott, produced by DreamWorks Pictures and Reliance Entertainment. A remake of 2011 Canadian film, Starbuck, the film stars Vince Vaughn, Chris Pratt, and Cobie Smulders. It was released by Touchstone Pictures on November 22, 2013, received mixed reviews and grossed $53 million."
"http://dbpedia.org/resource/Homefront_(2013_film)","Homefront","2.2E7","5.17E7","Homefront is a 2013 American action thriller film directed by Gary Fleder, screenplay written by Sylvester Stallone and released nationwide in theaters on November 27. Based on the 2005 novel Homefront by Chuck Logan, the film stars Jason Statham, James Franco, Winona Ryder, and Kate Bosworth. Filming began on October 1, 2012 in New Orleans."
"http://dbpedia.org/resource/Hummingbird_(film)","Hummingbird","2.0E7","1.26E7","Hummingbird (released as Redemption in the United States) is a 2013 British action crime film written and directed by Steven Knight, in his feature film directorial debut. It stars Jason Statham as an alcoholic veteran haunted by his war crimes; he befriends a Catholic nun, becomes involved in organised crime, and takes revenge on a man who beats and kills prostitutes."
"http://dbpedia.org/resource/Peeples_(film)","Peeples","1.5E7","9300000.0","Peeples is a 2013 American romantic comedy film written and directed by Tina Gordon Chism. It stars Craig Robinson and Kerry Washington and was released by Lionsgate on May 10, 2013. Despite being billed as a Tyler Perry film, it is the only movie that he has produced but did not write or direct. Peeples received mixed reviews from critics and was a box office bomb, only grossing $9.3 million against a $15 million budget."
"http://dbpedia.org/resource/Riddick_(film)","Riddick","3.8E7","9.83E7","Riddick (also known as Riddick: Rule the Dark) is a 2013 American science fiction action film written and directed by David Twohy and based on the character Richard B. Riddick by the Wheat Brothers. It is the third installment in the Riddick film series and a sequel to both the 2004 film The Chronicles of Riddick and Pitch Black. The film stars Vin Diesel as the eponymous character alongside Jordi Mollà, Matthew Nable, Katee Sackhoff, Dave Bautista, Bokeem Woodbine, Raoul Trujillo, and Karl Urban. In the film, notorious murderer Riddick is betrayed and left for dead by the Necromongers on a desolate planet and is forced to relive his survival instincts and animal sides. He eventually realizes that a storm of Mud Demons will kill him in the planet and he must rely on mercenaries to escape. The film was released on September 6, 2013, in the United States. It was shown in both conventional and IMAX Digital theaters. Riddick received mixed-to-positive reviews, with praise for the visual style, action sequences, cinematography, Graeme Revell’s score, Twohy’s direction and Diesel, Nable, Mollà, Sackhoff and Bautista’s performances, but criticism for its overly serious and inconsistent tone, characterization, screenplay, pacing, and overuse of CGI. Despite the mixed response, it was considered a return to form for the series and was a moderate success at the box-office compared to its predecessor. A fourth film entitled Riddick: Furya is in development though its release is not revealed."
"http://dbpedia.org/resource/Rigor_Mortis_(film)","Rigor Mortis","1.5E7","1.6781408E7","Rigor Mortis is a 2013 Hong Kong horror film directed by Juno Mak and produced by Takashi Shimizu. The film is a tribute to the Mr. Vampire film series. Many of the former cast are featured in this film: Chin Siu-ho, Anthony Chan, Billy Lau and Richard Ng. Additionally, Chung Fat, who starred in Encounters of the Spooky Kind, is also featured."
"http://dbpedia.org/resource/Underdogs_(2013_Argentine_film)","Foosball","2.1E7","3.4E7","Foosball (Spanish: Metegol; also known as Underdogs in the United States and The Unbeatables in the United Kingdom) is a 2013 computer-animated comedy film co-written, produced, directed and edited by Juan J. Campanella. The film is loosely based on the short story Memorias de un wing derecho (Memoirs of a Right Winger) by Argentine writer Roberto Fontanarrosa. Gaston Gorali, co-writer and producer of the film, and Eduardo Sacheri (who had previously worked with Campanella for the classic film The Secret in Their Eyes) developed the screenplay with Campanella. The film is an Argentine production, and was released by Universal Pictures International in Argentina on 18 July 2013, setting an all-time record for an Argentine film opening at the box-office. Costing $21 million, the film is the most expensive Argentine film of all time, and the most expensive Latin American animated feature ever. In 2014, The Weinstein Company acquired the rights to distribute the film in North America. After numerous delays, including an August 2015 theatrical release that was scrapped last minute, the North American English-language version was released on DVD in July 2016. The film was available on Netflix in the United States in June 2016. The film received mixed reviews upon its international release; it has a 67% approval rating on Rotten Tomatoes based on 14 reviews, while scoring a 38% weighted average score on Metacritic, indicating ""generally unfavorable reviews"". In the American version, the film features the voices of Ariana Grande, Nicholas Hoult, Matthew Morrison, Eugenio Derbez, Taran Killam, Shawn Mendes, Katie Holmes, Brooklyn Beckham, Bobby Moynihan, Bella Thorne, John Leguizamo, and Mel Brooks. Whereas, the UK version features the voices of Rupert Grint, Ralf Little, Anthony Head, Rob Brydon, Peter Serafinowicz and Darren Boyd."
"http://dbpedia.org/resource/Vikingdom","Vikingdom","1.56E7","550796.0","Vikingdom is a Malaysian English-speaking fantasy action film directed by Yusry Abdul Halim, produced by Shireen M. Hashim, written by Abdul Halim, and starring Dominic Purcell, Conan Stevens, Craig Fairbrass, Natassia Malthe, and Jon Foo. The film was released in Malaysia and the United States on 12 September 2013 and 4 October 2013 respectively. Upon its release, Vikingdom was a major box office bomb with grossing only $550,000 against an estimated production budget of $15 million and it received general poor critical reaction from critics."
"http://dbpedia.org/resource/Copperhead_(2013_film)","Copperhead","1.2E7","171740.0","Copperhead is a 2013 drama film directed by Ron Maxwell and starring Billy Campbell, Angus Macfadyen, Augustus Prew, Lucy Boynton, Casey Thomas Brown, and Peter Fonda. The film is based on the 19th-century novel The Copperhead by Harold Frederic. The film was shot at Kings Landing Historical Settlement in New Brunswick, Canada and is set in upstate New York. It was released in the United States on June 28, 2013 to poor reviews and critical responses."
"http://dbpedia.org/resource/Runner_Runner","Runner Runner","3.0E7","6.27E7","Runner Runner is a 2013 American crime thriller film directed by Brad Furman, written by Brian Koppelman and David Levien and starring Justin Timberlake, Ben Affleck, Gemma Arterton and Anthony Mackie. The film was released in the United States on October 4, 2013, received generally negative reviews from critics, and grossed $62 million."
"http://dbpedia.org/resource/Rush_(2013_film)","Rush","3.8E7","9.82E7","Rush is a 2013 biographical sports film centred on the rivalry between two Formula One drivers, the Briton, James Hunt and the Austrian, Niki Lauda during the 1976 motor-racing season. It was written by Peter Morgan, directed by Ron Howard and starred Chris Hemsworth as Hunt and Daniel Brühl as Lauda. The film premiered in London on 2 September 2013 and was shown at the 2013 Toronto International Film Festival before its United Kingdom release on 13 September 2013. The film received positive reviews from critics for Hemsworth and Brühl's performances, Howard's direction, the racing sequences, and Hans Zimmer's musical score."
"http://dbpedia.org/resource/Safe_Haven_(film)","Safe Haven","2.8E7","9.76E7","Safe Haven is a 2013 American romantic drama fantasy thriller film starring Julianne Hough, Josh Duhamel and Cobie Smulders. The film marks the final film role for actor Red West. It was released theatrically in North America on February 14, 2013. The film was directed by Lasse Hallström, and is an adaptation of Nicholas Sparks' 2010 novel of the same name. The film was originally set for a February 8 release."
"http://dbpedia.org/resource/Cloudy_with_a_Chance_of_Meatballs_2","Cloudy with a Chance of Meatballs 2","7.8E7","2.743E8","Cloudy with a Chance of Meatballs 2 is a 2013 American computer-animated science fiction comedy film produced by Columbia Pictures and Sony Pictures Animation, animated by Sony Pictures Imageworks, and distributed by Sony Pictures Releasing. The sequel to 2009's Cloudy with a Chance of Meatballs, the film was directed by Cody Cameron and Kris Pearn with Phil Lord and Christopher Miller returning as executive producers. Bill Hader, Anna Faris, James Caan, Andy Samberg, Neil Patrick Harris, and Benjamin Bratt reprise their roles from the first film, while Will Forte, who voiced Joseph Towne in the first film, voices Chester V in this film. New cast members include Kristen Schaal as Chester's orangutan assistant, Barb, and Terry Crews as Earl Devereaux, replacing Mr. T. The film's plot focuses on Flint Lockwood and his friends returning to Swallow Falls to save the world after the presumed-destroyed FLDSMDFR reactivates, this time creating sentient food creatures. Cloudy with a Chance of Meatballs 2 was released in the United States on September 27, 2013, and grossed over $274 million worldwide against its budget of $78 million making it the lowest budgeted Cloudy with a Chance of Meatballs movie of the franchise, but still a box office success. The film received generally positive reviews from critics, though it was deemed inferior to its predecessor."
"http://dbpedia.org/resource/Elysium_(film)","Elysium","1.15E8","2.861E8","Elysium is a 2013 American dystopian science fiction action film written, produced, and directed by Neill Blomkamp. It stars Matt Damon, Jodie Foster, Alice Braga, and Sharlto Copley. The film takes place on both a ravaged Earth and a luxurious artificial world (Stanford torus design, one of the proposed NASA designs) called Elysium. The film itself offers deliberate social commentary that explores political and sociological themes such as immigration, overpopulation, transhumanism, health care, worker exploitation, the justice system, and social class issues. The film was released on August 9, 2013, by Sony Pictures Releasing through the TriStar Pictures label, in both conventional and IMAX Digital theaters. It received generally positive reviews from critics, even though many considered it a disappointment after Blomkamp's first film District 9, and was a modest box office success. Elysium was released on DVD and Blu-ray on December 17, 2013."
"http://dbpedia.org/resource/Epic_(2013_film)","Epic","9.3E7","2.684E8","Epic (stylized as epic) is a 2013 American computer-animated fantasy action-adventure film loosely based on William Joyce's 1996 children's book The Leaf Men and the Brave Good Bugs. It was produced by Blue Sky Studios; written by William Joyce, James V. Hart, Daniel Shere, Tom J. Astle and Matt Ember; and directed by Chris Wedge, the director of the animated movies Ice Age (2002) and Robots (2005). The film features the voices of Colin Farrell, Josh Hutcherson, Amanda Seyfried, Christoph Waltz, Aziz Ansari, Chris O'Dowd, Pitbull, Jason Sudeikis, Steven Tyler, and Beyoncé Knowles. After teenager Mary Katherine gets shrunk and teleported to a tiny woodland kingdom inhabited by talking slugs, flower people and tiny soldiers called Leafmen, she is swept up in a wild adventure between good and evil and, alongside her new friends, must fight to protect the world she never knew existed. Epic was released on May 24, 2013, by 20th Century Fox. It received generally positive reviews from critics and grossed $268 million against its $93 million budget."
"http://dbpedia.org/resource/Free_Birds","Free Birds","5.5E7","1.104E8","Free Birds is a 2013 American computer-animated science fiction comedy film. The film follows two turkey protagonists going back in time to the first Thanksgiving to get turkeys off the menu. It was produced by Reel FX Creative Studios as its first theatrical fully animated feature film, and Relativity Media (the company's fourth animated film after Monster House (2006), The Tale of Despereaux (2008), and 9 (2009). Jimmy Hayward directed the film which he co-wrote with the film's producer Scott Mosier. The film stars the voices of Owen Wilson, Woody Harrelson, and Amy Poehler with supporting roles done by George Takei, Colm Meaney, Keith David, and Dan Fogler. Originally titled Turkeys, and scheduled for 2014, the film was released on November 1, 2013, by Relativity Media (the only animated film the company self-distributed). Free Birds received negative reviews from critics and was a disappointment at the box office, only grossing $110.4 million worldwide against a $55 million budget. The film did was nominated for the Annie Award for Outstanding Achievement for Music in a Feature Production, though it lost to Disney's Frozen."
"http://dbpedia.org/resource/Getaway_(2013_film)","Getaway","1.8E7","1.18E7","Getaway is a 2013 American action thriller film starring Ethan Hawke, Selena Gomez, James Maslow and Jon Voight. Directed by Courtney Solomon and written by Gregg Maxwell Parker and Sean Finegan, the film is distributed by Warner Bros., Though originally reported to be a remake of the 1972 film The Getaway, the film is actually an original story. This is the first film directed by Solomon in eight years, with his last being 2005's An American Haunting. The film was panned by critics and grossed $11 million against its $18 million budget."
"http://dbpedia.org/resource/Monsters_University","Monsters University","2.0E8","7.436E8","Monsters University is a 2013 American computer-animated monster comedy film produced by Pixar Animation Studios and released by Walt Disney Pictures. It was directed by Dan Scanlon (in his feature directorial debut) and produced by Kori Rae, from a screenplay and story written by Scanlon and the writing team of Dan Gerson and Robert L. Baird. John Lasseter, Pete Docter, Andrew Stanton, and Lee Unkrich served as the film’s executive producers. The music for the film was composed and conducted by Randy Newman, making it his seventh collaboration with Pixar. It is a prequel to Monsters, Inc. (2001), making it the only time Pixar has made a prequel film. Monsters University tells the story of the main characters of Monsters, Inc., James P. Sullivan and Mike Wazowski, and their time at college, where they start off as bitter rivals, but slowly become best friends. During the time, they must learn to work together, along with Oozma Kappa members, in order to make their dreams reality and things right. John Goodman, Billy Crystal, Steve Buscemi, Bob Peterson, and John Ratzenberger reprise their roles as James P. Sullivan, Mike Wazowski, Randall Boggs, Roz, and the Abominable Snowman, respectively, while the new cast were joined by Helen Mirren, Alfred Molina, Peter Sohn, Joel Murray, Sean Hayes, Dave Foley, Charlie Day, and Nathan Fillion. Bonnie Hunt, who voiced Ms. Flint in the original film, voices Mike's teacher Mrs. Karen Graves. Disney, as the rights holder, had plans for a sequel to Monsters, Inc. since 2005. Following disagreements with Pixar, Disney tasked its Circle 7 Animation unit to make the film. An early draft of the film was developed; however, Disney's purchase of Pixar in January 2006 led to the cancellation of Circle 7's version of the film. A Pixar-made sequel was confirmed in 2010, and in 2011, it was confirmed that the film would instead be a prequel titled Monsters University. Monsters University premiered on June 5, 2013 at the BFI Southbank in London, England, and was theatrically released in the United States on June 21, 2013. It was accompanied in theaters by a short film, The Blue Umbrella, directed by Saschka Unseld. The film received positive reviews from critics and grossed $743 million worldwide against its $200 million production budget, making it the seventh highest-grossing film of 2013. An animated short film titled Party Central, which takes place shortly after the events of Monsters University, premiered in fall 2013 before being released theatrically with Muppets Most Wanted in 2014."
"http://dbpedia.org/resource/Mood_Indigo_(film)","Mood Indigo","2.4E7","1.04E7","Mood Indigo (French: L'écume des jours, lit. ""The froth of days"") is a 2013 French surrealistic romantic science fantasy film co-written and directed by Michel Gondry and co-written and produced by Luc Bossi, starring Romain Duris and Audrey Tautou. It is an adaptation of Boris Vian's 1947 novel with the same French title, translated Froth on the Daydream in English. The film received two nominations at the 4th Magritte Awards. It also received three nominations at the 39th César Awards, winning in one category."
"http://dbpedia.org/resource/The_Last_Days_on_Mars","The Last Days on Mars","1.06E7","187191.0","The Last Days on Mars is a 2013 science fiction horror film directed by Ruairí Robinson with a screenplay by Clive Dawson, based on the short story ""The Animators"" by Sydney J. Bounds. It was screened in the Directors' Fortnight section at the 2013 Cannes Film Festival. The film received a limited release on 6 December 2013 in the United States and 11 April 2014 in the United Kingdom. It stars Liev Schreiber, Elias Koteas, Romola Garai, Goran Kostić, Johnny Harris, Tom Cullen, Yusra Warsama, and Olivia Williams. It is an international co-production between Ireland and the United Kingdom."
"http://dbpedia.org/resource/The_Last_Stand_(2013_film)","The Last Stand","4.5E7","4.83E7","The Last Stand is a 2013 American action thriller film directed by South Korean film director Kim Jee-woon in his American directorial debut. The film stars Arnold Schwarzenegger in the lead role, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro, Jaimie Alexander, Luis Guzmán, Eduardo Noriega, Peter Stormare, Zach Gilford and Genesis Rodriguez and was written by Andrew Knauer. This was Arnold Schwarzenegger's first lead acting role since Terminator 3: Rise of the Machines in 2003. The film focuses on a tough small town sheriff and his deputies who must stop a dangerous drug lord from escaping to Mexico in a modified sports car. Filming took place in Belen, New Mexico and Nevada in late 2011. The film premiered on January 14, 2013, at Grauman's Chinese Theatre and was released on January 18, 2013, by Lionsgate, receiving mixed reviews from critics and grossing $48.3 million worldwide against a $45 million budget."
"http://dbpedia.org/resource/The_Marchers","The Marchers","1.1E7","1300000.0","The Marchers (French: La Marche) is a 2013 French comedy-drama film by Nabil Ben Yadir. It is loosely based on the events surrounding the 1983 March for Equality and Against Racism. The film's release in November 2013 coincided with the 30th anniversary of the march."
"http://dbpedia.org/resource/The_Mark_of_the_Angels_–_Miserere","The Mark of the Angels – Miserere","1.54E7","1100000.0","The Mark of the Angels – Miserere (French: La marque des anges – Miserere) is a 2013 French thriller film directed by Sylvain White and based on Jean-Christophe Grangé's 2008 novel . Headlined by Gérard Depardieu and JoeyStarr, the film is the fifth adaptation of a Grangé novel after The Crimson Rivers, Empire of the Wolves, The Stone Council and Flight of the Storks and the first for which Grangé himself did not collaborate on the screenplay. Instead, the novel was adapted by La Proie and La chance de ma vie co-writers and in collaboration with director White and (Paris enquêtes criminelles). The film, which benefitted from a large budget, deals with a series of mysterious murders, Nazism, private military companies and child abuse. It was poorly received by critics and failed to make an impact at the box office."
"http://dbpedia.org/resource/The_Mortal_Instruments:_City_of_Bones","The Mortal Instruments: City of Bones","6.0E7","9.53E7","The Mortal Instruments: City of Bones is a 2013 urban fantasy film based on the first book of The Mortal Instruments series by Cassandra Clare. It was directed by Harald Zwart, with a script written by Jessica Postigo. The film stars Lily Collins as Clary Fray, a teenager from New York City who meets a group of Nephilim known as the Shadowhunters while also discovering her own heritage and her family history. The cast also include Jamie Campbell Bower, Robert Sheehan, Kevin Zegers, Lena Headey, Kevin Durand, Aidan Turner, Jemima West, Godfrey Gao, C. C. H. Pounder, Jared Harris, and Jonathan Rhys Meyers. The film's development began when Constantin Film optioned the film rights to the book series. Casting announcements started in 2010, with Collins being the first actress attached to the project. Principal photography took place in Ontario between August and November 2012. It is an international co-production between Germany and Canada. The Mortal Instruments: City of Bones premiered in Los Angeles on August 12, and was released in August 21, 2013 by Entertainment One in Canada and by Constantin Film in Germany. It was released in the United States on the same day by Screen Gems. The film received generally negative reviews from critics and grossed $95.3 million worldwide against a production budget of $60 million, failing to break even. The film was originally intended to launch a film series and to continue with a sequel based on the second book, City of Ashes, that was in development with Sigourney Weaver set to join the cast. However, it was postponed indefinitely and ultimately cancelled due to the film's poor performance. A reboot television series, titled Shadowhunters, premiered in 2016 on Freeform and ran for three seasons."
"http://dbpedia.org/resource/The_Smurfs_2","The Smurfs 2","1.05E8","3.475E8","The Smurfs 2 is a 2013 American 3D fantasy comedy film loosely based on The Smurfs comic book series created by the Belgian comics artist Peyo. It is the second film in the Smurfs film series and a sequel to the 2011 film The Smurfs, produced by Columbia Pictures, Sony Pictures Animation, Kerner Entertainment Company and Hemisphere Media Capital, and distributed by Sony Pictures Releasing. The film is directed by Raja Gosnell, who helmed the first, with all the main cast returning. New cast members include Christina Ricci and J. B. Smoove as members of the Naughties, and Brendan Gleeson as Patrick Winslow's stepfather. The Smurfs 2 was released on July 31, 2013 to generally negative reviews from critics for poor attempts at humor, characters, plot, screenplay and perceived lack of fidelity to its source material, despite some audiences considering the film as a slight improvement over its predecessor while most critics considered it as its predecessor all over again. The film is dedicated to Jonathan Winters, who voiced Papa Smurf and died on April 11, 2013. A fully animated reboot titled Smurfs: The Lost Village was released on April 7, 2017, directed by Kelly Asbury with Sony and Kerner returning to produce the film while having an all new cast (with the exception of Frank Welker as Azrael)."
